bar_attire,bar_bestnights,bar_category,bar_dancing,bar_happy,bar_name,bar_nhood,bar_outdoor,bar_parking,bar_phone,bar_reservations,bar_tv,bar_wheelchair,creditCard,num_reviews,num_stars,price_range,6-number_stars,popl index,pop_index2,,,,,,,,,0
Casual,"Fri, Sat, Sun",Cocktail Bars,N/A,Yes,Blueprint,Park Slope,Yes,Street,(718) 622-6644,No,No,N/A,Yes,301,4.5,$$,1.5,200.6666667,1354.5,,,,,,,,,
Casual,Fri,Cafes,No,Yes,Kind Regards,Lower East Side,No,N/A,(212) 253-0036,Yes,No,Yes,Yes,37,3,$$,3,12.33333333,111,,,,,,,,,
N/A,"Tue, Fri, Sat",Bars,No,Yes,Solid State,Woodside,No,N/A,(347) 935-3042,Yes,No,N/A,Yes,49,5,$$,1,49,245,,,,,,,,,
N/A,N/A,Dive Bars,Yes,Yes,Bar None,East Village,No,Street,(212) 777-6663,No,Yes,N/A,Yes,335,3,$,3,111.6666667,1005,,,,,,,,,
N/A,"Thu, Fri, Sat",Dive Bars,N/A,N/A,Point Break,Midtown West,No,Street,(212) 391-8053,Yes,Yes,N/A,Yes,214,3.5,$$,2.5,85.6,749,,,,,,,,,
N/A,N/A,Bars,No,Yes,Doris,"Clinton Hill, Bedford Stuyvesant",Yes,Street,(347) 240-3350,No,No,N/A,Yes,81,4,$$,2,40.5,324,,,,,,,,,
Casual,"Thu, Fri, Sat",American (Traditional),No,Yes,Fraunces Tavern,Financial District,No,Street,(212) 968-1776,Yes,No,N/A,Yes,731,3.5,$$,2.5,292.4,2558.5,,,,,,,,,
N/A,N/A,Pubs,N/A,N/A,Halyards,Gowanus,Yes,Street,(718) 532-8787,Yes,Yes,N/A,Yes,88,4,$$,2,44,352,,,,,,,,,
N/A,N/A,Lounges,N/A,N/A,SoHo Cigar Bar,South Village,No,Street,(212) 941-1781,Yes,Yes,N/A,Yes,196,4.5,$$,1.5,130.6666667,882,,,,,,,,,
Casual,"Mon, Fri, Sat",Pubs,N/A,Yes,PJ Carneys,Midtown West,No,N/A,(212) 664-0056,No,Yes,N/A,Yes,124,3.5,$$,2.5,49.6,434,,,,,,,,,
Casual,"Thu, Fri, Sat",American (New),No,Yes,Distilled,TriBeCa,Yes,Street,(646) 809-9490,Yes,Yes,Yes,Yes,726,4,$$,2,363,2904,,,,,,,,,
Casual,N/A,Middle Eastern,No,Yes,Kubeh,Greenwich Village,Yes,"Garage, Street",(646) 448-6688,Yes,No,Yes,Yes,106,4,$$,2,53,424,,,,,,,,,
N/A,Fri,Dance Clubs,Yes,No,Friday Night Blues,Flatiron,No,Street,(929) 352-5837,N/A,No,No,No,10,5,$,1,10,50,,,,,,,,,
Casual,N/A,Pubs,N/A,Yes,Sly Fox,East Village,No,Street,(212) 614-3283,No,Yes,N/A,Yes,82,3.5,$,2.5,32.8,287,,,,,,,,,
N/A,N/A,Bars,N/A,Yes,The Magician,Lower East Side,No,Street,(212) 673-7851,No,No,N/A,No,164,3.5,$,2.5,65.6,574,,,,,,,,,
Casual,"Thu, Fri, Sat",Bars,No,N/A,Hill and Dale,Lower East Side,No,Street,(212) 420-1115,Yes,Yes,N/A,Yes,419,4,$$,2,209.5,1676,,,,,,,,,
Casual,"Thu, Fri, Sat",Bars,Yes,Yes,Fat Buddha,"East Village, Alphabet City",No,Street,(212) 598-0500,Yes,Yes,Yes,Yes,590,4,$$,2,295,2360,,,,,,,,,
N/A,"Thu, Fri, Sat",Jazz & Blues,No,Yes,Zinc Bar,Greenwich Village,No,"Valet, Garage, Street",(212) 477-9462,Yes,No,N/A,Yes,171,4,$$,2,85.5,684,,,,,,,,,
Casual,"Fri, Sat, Sun",Cocktail Bars,No,Yes,The Rookery,Bushwick,Yes,Street,(718) 483-8048,No,Yes,Yes,Yes,202,4,$$,2,101,808,,,,,,,,,
N/A,N/A,Cocktail Bars,No,Yes,The Armory,"Gowanus, Park Slope",Yes,N/A,(929) 337-8476,Yes,No,No,Yes,36,4.5,$$,1.5,24,162,,,,,,,,,
N/A,N/A,Music Venues,Yes,No,Pier 17,South Street Seaport,Yes,N/A,(212) 732-7678,Yes,Yes,Yes,Yes,46,3.5,$$,2.5,18.4,161,,,,,,,,,
Casual,"Fri, Sat, Sun",Bars,No,Yes,The Bonnie,Astoria,Yes,Street,(718) 274-2105,Yes,No,Yes,Yes,487,4,$$,2,243.5,1948,,,,,,,,,
N/A,N/A,Bars,N/A,N/A,Gem-Bar,Midtown West,N/A,N/A,(212) 869-9238,N/A,N/A,N/A,N/A,1,5,$$,1,1,5,,,,,,,,,
Casual,"Tue, Wed, Thu",Gastropubs,N/A,No,Wilfie & Nell,West Village,No,Street,(212) 242-2990,No,No,No,Yes,331,3.5,$$,2.5,132.4,1158.5,,,,,,,,,
Casual,Fri,American (New),No,No,While We Were Young,West Village,Yes,Street,(917) 675-6272,No,Yes,No,Yes,196,3.5,$$,2.5,78.4,686,,,,,,,,,
N/A,"Tue, Fri, Sat",Jazz & Blues,Yes,No,The Django,TriBeCa,No,N/A,(212) 519-6649,N/A,No,Yes,Yes,74,3.5,$$$,2.5,29.6,259,,,,,,,,,
Casual,"Thu, Fri, Sat",American (New),No,Yes,Ivy,"Midtown West, Hell's Kitchen",No,Street,(212) 459-9444,Yes,Yes,N/A,Yes,316,4,$$,2,158,1264,,,,,,,,,
Casual,"Thu, Fri, Sun",American (Traditional),No,Yes,Stout NYC FiDi,Financial District,No,Street,(212) 240-9122,Yes,Yes,Yes,Yes,205,3.5,$$,2.5,82,717.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Cocktail Bars,No,Yes,La Sala,Astoria,No,Street,(718) 606-6121,N/A,Yes,Yes,Yes,97,4.5,$$,1.5,64.66666667,436.5,,,,,,,,,
N/A,N/A,Venues & Event Spaces,N/A,N/A,W XYZ Bar,Long Island City,N/A,N/A,(718) 433-9305,No,N/A,N/A,Yes,2,5,$$,1,2,10,,,,,,,,,
Casual,"Thu, Fri, Sat",Mediterranean,No,No,Covina,Flatiron,No,Garage,(212) 204-0225,Yes,No,N/A,Yes,267,4.5,$$$,1.5,178,1201.5,,,,,,,,,
Casual,"Mon, Wed, Fri",Lounges,No,N/A,Shalel Kitchen,Upper West Side,Yes,Street,(212) 873-2300,Yes,No,N/A,Yes,571,4,$$,2,285.5,2284,,,,,,,,,
Casual,"Wed, Fri, Sat",Bars,No,Yes,The Gem Saloon,Kips Bay,No,N/A,(646) 612-7757,Yes,Yes,N/A,Yes,125,4,$$,2,62.5,500,,,,,,,,,
N/A,"Wed, Thu, Fri",Pubs,N/A,Yes,Killarney Rose,Financial District,No,Street,(212) 422-1486,No,Yes,N/A,Yes,139,3.5,$$,2.5,55.6,486.5,,,,,,,,,
Casual,N/A,Irish,No,N/A,The Long Room,"Theater District, Midtown West",No,"Garage, Street",(212) 997-3933,Yes,Yes,Yes,Yes,271,3.5,$$,2.5,108.4,948.5,,,,,,,,,
N/A,N/A,Cocktail Bars,N/A,N/A,Peachy’s,"Chinatown, Civic Center",N/A,N/A,(646) 895-9301,N/A,N/A,N/A,Yes,9,4,$$,2,4.5,36,,,,,,,,,
Casual,"Tue, Wed, Thu",Chinese,No,No,Decoy,West Village,No,Street,(212) 691-9700,Yes,No,N/A,Yes,333,4.5,$$$,1.5,222,1498.5,,,,,,,,,
N/A,"Wed, Thu",Bars,N/A,Yes,RPM Bar,Lower East Side,No,N/A,(646) 918-6529,No,Yes,N/A,Yes,66,3.5,$,2.5,26.4,231,,,,,,,,,
Casual,"Thu, Fri, Sat",Pubs,No,N/A,McGee’s Pub,Midtown West,No,"Garage, Street",(212) 957-3536,Yes,Yes,N/A,Yes,552,3.5,$$,2.5,220.8,1932,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,Yes,Yes,Home Sweet Home,Lower East Side,No,Street,(212) 226-5709,No,No,Yes,Yes,393,3,$,3,131,1179,,,,,,,,,
Casual,N/A,Bars,N/A,Yes,Jake’s Saloon,"Hell's Kitchen, Midtown West",No,Street,(212) 333-3100,No,Yes,N/A,Yes,91,2.5,$$,3.5,26,227.5,,,,,,,,,
Casual,"Thu, Fri, Sat",American (New),No,N/A,The Park,Chelsea,Yes,Street,(212) 352-3313,Yes,No,Yes,Yes,1696,3,$$,3,565.3333333,5088,,,,,,,,,
N/A,N/A,Cocktail Bars,No,Yes,The Honey Well,Harlem,No,N/A,(646) 861-0489,Yes,No,No,Yes,84,4.5,$$,1.5,56,378,,,,,,,,,
N/A,N/A,Pubs,N/A,N/A,Queen Vic,East Village,No,Street,(212) 228-5357,No,Yes,N/A,Yes,76,4,$,2,38,304,,,,,,,,,
Casual,"Wed, Fri, Sat",American (New),N/A,N/A,Formerly Crow’s,Greenwich Village,No,Street,(212) 361-0077,Yes,Yes,N/A,Yes,65,4,$$,2,32.5,260,,,,,,,,,
N/A,N/A,Venues & Event Spaces,N/A,N/A,Rose Gold,East Williamsburg,N/A,N/A,(718) 821-2580,N/A,N/A,N/A,N/A,3,4.5,$,1.5,2,13.5,,,,,,,,,
Casual,"Thu, Fri, Sat",American (New),No,Yes,Spoon Table & Bar,"Murray Hill, Midtown East",No,Street,(646) 230-7000,Yes,No,Yes,Yes,278,4,$$,2,139,1112,,,,,,,,,
Casual,"Wed, Fri, Sat",American (Traditional),No,N/A,Phebe’s,East Village,No,Street,(212) 358-1902,Yes,Yes,N/A,Yes,531,3.5,$$,2.5,212.4,1858.5,,,,,,,,,
Casual,N/A,Burgers,No,Yes,Hudson Common,"Hell's Kitchen, Midtown West",Yes,"Valet, Street",(212) 554-6217,Yes,Yes,N/A,Yes,153,3.5,$$,2.5,61.2,535.5,,,,,,,,,
N/A,N/A,Wine Bars,No,Yes,BIN No. 220,South Street Seaport,Yes,Street,(212) 374-9463,Yes,Yes,N/A,Yes,74,4,$$,2,37,296,,,,,,,,,
Casual,"Thu, Fri, Sat",Sports Bars,N/A,N/A,Warren 77,TriBeCa,No,Street,(212) 227-8994,Yes,Yes,N/A,Yes,172,3,$$,3,57.33333333,516,,,,,,,,,
Casual,"Thu, Fri, Sat",Bars,N/A,No,Sake Bar Decibel,East Village,No,Street,(212) 979-2733,No,No,N/A,Yes,895,4,$$,2,447.5,3580,,,,,,,,,
N/A,"Thu, Fri, Sat",Cocktail Bars,Yes,Yes,The Lately,Chelsea,No,N/A,(212) 206-1096,Yes,Yes,Yes,Yes,50,2.5,$$,3.5,14.28571429,125,,,,,,,,,
N/A,N/A,Bars,N/A,N/A,Manitoba’s,"Alphabet City, East Village",No,Street,(212) 982-2511,No,Yes,N/A,Yes,199,4,$,2,99.5,796,,,,,,,,,
N/A,Thu,Bars,No,Yes,Left Hand Path,Bushwick,Yes,Street,(718) 417-1262,Yes,No,No,Yes,40,4.5,$$,1.5,26.66666667,180,,,,,,,,,
N/A,N/A,Cocktail Bars,N/A,Yes,The Lovelace,Financial District,Yes,N/A,(212) 425-7171,Yes,No,N/A,Yes,22,3.5,$$,2.5,8.8,77,,,,,,,,,
Casual,"Mon, Fri",Bars,N/A,Yes,Linen Hall,East Village,Yes,Street,(646) 602-9316,Yes,Yes,N/A,Yes,154,4,$$,2,77,616,,,,,,,,,
Dressy,"Sat, Sun",American (New),No,No,Robert,"Hell's Kitchen, Midtown West",No,Street,(212) 299-7730,Yes,Yes,N/A,Yes,800,4,$$$,2,400,3200,,,,,,,,,
N/A,"Thu, Fri, Sat",Pool Halls,N/A,N/A,Fat Cat Music,West Village,No,Street,(212) 675-6056,N/A,No,N/A,Yes,1046,4,$,2,523,4184,,,,,,,,,
Casual,N/A,Burgers,N/A,N/A,The Randolph,Little Italy,Yes,"Garage, Street",(646) 383-3623,No,Yes,N/A,Yes,146,3.5,$$,2.5,58.4,511,,,,,,,,,
N/A,"Thu, Fri, Sat",Sports Bars,No,Yes,Triona’s On Third,Gramercy,No,Street,(646) 448-4671,No,Yes,N/A,Yes,86,4,$$,2,43,344,,,,,,,,,
N/A,N/A,Venues & Event Spaces,N/A,No,The Mayflower,Clinton Hill,No,N/A,(718) 576-3584,No,No,N/A,Yes,44,4,$$,2,22,176,,,,,,,,,
Casual,Sat,Bars,No,No,Motel Morris,Chelsea,Yes,N/A,(646) 880-4810,Yes,Yes,Yes,Yes,125,4,$$$,2,62.5,500,,,,,,,,,
N/A,N/A,Bars,N/A,Yes,Puffy’s Tavern,TriBeCa,No,Street,(212) 227-3912,No,Yes,N/A,Yes,85,4,$,2,42.5,340,,,,,,,,,
N/A,N/A,Bars,N/A,N/A,Featherweight,East Williamsburg,No,Street,(646) 257-0946,No,No,N/A,No,122,4.5,$$,1.5,81.33333333,549,,,,,,,,,
N/A,N/A,Cocktail Bars,Yes,No,Mood Ring,Bushwick,No,Street,(917) 818-1738,Yes,No,Yes,Yes,28,4,$$,2,14,112,,,,,,,,,
Casual,"Wed, Thu, Sat",American (Traditional),No,Yes,Industry Kitchen,Financial District,Yes,N/A,(212) 487-9600,Yes,Yes,Yes,Yes,423,3.5,$$,2.5,169.2,1480.5,,,,,,,,,
Casual,Sun,Hookah Bars,No,Yes,Gardenia Terrace,"Hell's Kitchen, Midtown West",Yes,"Garage, Street",(212) 334-0489,Yes,Yes,Yes,Yes,109,4.5,$$$,1.5,72.66666667,490.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,No,No,Vandal,Lower East Side,No,Street,(212) 400-0199,Yes,No,Yes,Yes,1085,3.5,$$$,2.5,434,3797.5,,,,,,,,,
N/A,N/A,Bars,N/A,N/A,Pata Paplean Bar,Elmhurst,No,Street,(718) 651-2076,No,Yes,N/A,No,51,4,$$,2,25.5,204,,,,,,,,,
N/A,N/A,Cocktail Bars,N/A,No,The Long Island Bar,Cobble Hill,No,Street,(718) 625-8908,Yes,No,N/A,Yes,117,4,$$,2,58.5,468,,,,,,,,,
Casual,"Thu, Fri, Sat",Breakfast & Brunch,No,Yes,The Ditty,Astoria,Yes,Street,(347) 617-1747,No,No,Yes,Yes,171,4,$$,2,85.5,684,,,,,,,,,
Casual,N/A,American (Traditional),No,No,Sister Jane NYC,East Village,No,Street,(917) 265-8234,Yes,Yes,Yes,Yes,26,4,$$,2,13,104,,,,,,,,,
Casual,"Thu, Fri, Sat",American (Traditional),No,N/A,The Stumble Inn,"Upper East Side, Yorkville",Yes,Street,(212) 650-0561,No,Yes,N/A,Yes,418,3.5,$$,2.5,167.2,1463,,,,,,,,,
N/A,N/A,Dive Bars,Yes,Yes,duckduck,East Williamsburg,No,Street,(347) 799-1449,No,No,N/A,No,210,4,$,2,105,840,,,,,,,,,
Casual,"Thu, Fri, Sat",Lounges,No,N/A,Donna,South Williamsburg,No,"Garage, Street",(646) 568-6622,Yes,No,N/A,Yes,143,4,$$,2,71.5,572,,,,,,,,,
Casual,"Fri, Sat, Sun",Mexican,No,Yes,Lalito,Chinatown,No,Street,(646) 998-3408,Yes,No,N/A,Yes,108,4,$$,2,54,432,,,,,,,,,
Casual,N/A,Steakhouses,No,Yes,Boucherie - Park,"Gramercy, Flatiron",No,Street,(800) 437-6189,Yes,No,Yes,Yes,272,4.5,$$$,1.5,181.3333333,1224,,,,,,,,,
Casual,"Thu, Fri, Sat",Pubs,No,N/A,Peculier Pub,Greenwich Village,No,Street,(212) 353-1327,No,Yes,N/A,No,376,3.5,$,2.5,150.4,1316,,,,,,,,,
N/A,N/A,Dive Bars,N/A,Yes,Mulberry Street Bar,Civic Center,Yes,Street,(212) 226-9345,No,Yes,N/A,Yes,137,3.5,$$,2.5,54.8,479.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Sports Bars,No,N/A,Lansdowne Road,"Hell's Kitchen, Midtown West",No,Street,(212) 239-8020,No,Yes,N/A,Yes,401,4,$$,2,200.5,1604,,,,,,,,,
Casual,"Thu, Fri, Sat",Irish Pub,No,N/A,Dylan Murphy’s,"Upper East Side, Yorkville",No,Street,(212) 988-9434,Yes,Yes,N/A,Yes,146,4,$$,2,73,584,,,,,,,,,
N/A,N/A,Pubs,N/A,N/A,The Upstairs Pub,"Midtown East, Murray Hill",No,N/A,(212) 986-0500,No,Yes,N/A,Yes,12,3.5,$,2.5,4.8,42,,,,,,,,,
N/A,"Thu, Fri, Sat",Beer Bar,No,Yes,Rattle N Hum West,"Midtown West, Hell's Kitchen",No,Street,(917) 262-0423,No,Yes,Yes,Yes,95,3.5,$$,2.5,38,332.5,,,,,,,,,
N/A,Sat,Lounges,No,Yes,Madison Club Lounge,Midtown East,No,N/A,(212) 661-9600,Yes,Yes,N/A,Yes,28,4,$$,2,14,112,,,,,,,,,
N/A,N/A,Lounges,N/A,N/A,Lizard Lounge,"Theater District, Midtown West",Yes,N/A,(212) 265-6900,N/A,Yes,N/A,Yes,9,3.5,$$,2.5,3.6,31.5,,,,,,,,,
Casual,"Fri, Sat",Mexican,No,Yes,Empellón,Midtown East,No,Street,(212) 858-9365,Yes,No,Yes,Yes,220,4,$$$,2,110,880,,,,,,,,,
Casual,Fri,Irish,No,Yes,The Grafton,East Village,Yes,Street,(929) 226-0464,Yes,Yes,Yes,Yes,60,4,$$,2,30,240,,,,,,,,,
N/A,N/A,Lounges,N/A,No,King Cole Bar,Midtown East,No,N/A,(212) 339-6857,Yes,No,N/A,Yes,215,3.5,$$$,2.5,86,752.5,,,,,,,,,
N/A,N/A,Venues & Event Spaces,N/A,Yes,W XYZ Bar,Financial District,Yes,Garage,(212) 513-0003,No,Yes,Yes,Yes,1,5,$$,1,1,5,,,,,,,,,
Casual,N/A,Greek,No,Yes,The Greek,TriBeCa,No,"Garage, Street",(646) 476-3941,Yes,No,Yes,Yes,444,4.5,$$$,1.5,296,1998,,,,,,,,,
Casual,"Thu, Fri, Sun",Lounges,N/A,N/A,Antique Garage,SoHo,Yes,Street,(212) 219-1019,Yes,No,Yes,Yes,361,3.5,$$,2.5,144.4,1263.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Cocktail Bars,No,Yes,Lion Lion,East Harlem,Yes,"Garage, Street",(917) 262-0517,No,No,N/A,Yes,57,4.5,$$,1.5,38,256.5,,,,,,,,,
N/A,N/A,Cocktail Bars,No,Yes,The Green Room,"Gramercy, Kips Bay",No,N/A,(212) 477-6161,No,No,N/A,Yes,25,4,$$,2,12.5,100,,,,,,,,,
N/A,"Thu, Fri, Sat",Pizza,No,Yes,Loverboy,"Alphabet City, East Village",No,Street,(212) 539-1900,No,No,N/A,Yes,35,4.5,$$,1.5,23.33333333,157.5,,,,,,,,,
Casual,N/A,Dive Bars,No,Yes,Tempest Bar,"Chelsea, Midtown West",No,Street,(212) 643-1502,No,Yes,N/A,Yes,108,3.5,$$,2.5,43.2,378,,,,,,,,,
N/A,N/A,Tacos,No,Yes,Bar Taco,"Alphabet City, East Village",No,Street,(646) 559-4648,No,Yes,Yes,Yes,17,4,$$,2,8.5,68,,,,,,,,,
N/A,"Thu, Fri, Sat",Breweries,No,No,LIC Beer Project,Long Island City,No,Street,(917) 832-6840,No,No,Yes,Yes,91,4,$,2,45.5,364,,,,,,,,,
Casual,N/A,Wine Bars,No,Yes,Cello Wine Bar,Midtown East,No,Street,(917) 475-1131,Yes,Yes,N/A,Yes,179,4,$$,2,89.5,716,,,,,,,,,
N/A,"Thu, Fri, Sat",Pubs,N/A,N/A,Walter’s Bar,"Chelsea, Midtown West",No,Street,(212) 502-4023,N/A,Yes,N/A,Yes,64,3.5,$,2.5,25.6,224,,,,,,,,,
Casual,N/A,Burgers,No,N/A,Bravest,"Murray Hill, Midtown East",No,Street,(212) 683-3766,No,Yes,N/A,Yes,179,4,$$,2,89.5,716,,,,,,,,,
N/A,Thu,Lounges,No,No,Grand Salon,Midtown West,No,N/A,(212) 790-8800,Yes,No,N/A,Yes,20,4,$$$$,2,10,80,,,,,,,,,
N/A,N/A,Dive Bars,N/A,N/A,Dave’s Tavern,"Midtown West, Hell's Kitchen, Theater District",No,Street,(212) 244-4408,No,Yes,N/A,Yes,61,3.5,$$,2.5,24.4,213.5,,,,,,,,,
N/A,N/A,Brewpubs,N/A,Yes,Braven Brewing,"East Williamsburg, Bushwick",N/A,Street,(929) 295-6673,N/A,N/A,Yes,Yes,7,5,$,1,7,35,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,Yes,Yes,Monarch Rooftop,Midtown West,Yes,Street,(212) 630-9993,Yes,Yes,Yes,Yes,421,3,$$,3,140.3333333,1263,,,,,,,,,
N/A,N/A,Bars,N/A,N/A,Liquid Assets,Financial District,No,N/A,(212) 693-2001,N/A,N/A,N/A,Yes,4,3,$$,3,1.333333333,12,,,,,,,,,
Casual,"Thu, Fri, Sat",Sports Bars,N/A,N/A,Taproom No. 307,Kips Bay,Yes,Street,(212) 725-4766,Yes,Yes,N/A,Yes,440,3.5,$$,2.5,176,1540,,,,,,,,,
N/A,N/A,Pubs,N/A,Yes,Josie Woods Pub,Greenwich Village,No,Street,(212) 228-9909,N/A,Yes,N/A,Yes,118,3.5,$$,2.5,47.2,413,,,,,,,,,
N/A,"Mon, Fri, Sat",Beer Gardens,Yes,N/A,The Well,East Williamsburg,Yes,Street,(347) 338-3612,N/A,No,N/A,Yes,118,4,$$,2,59,472,,,,,,,,,
Casual,N/A,American (Traditional),No,N/A,SoHo Room,South Village,No,Street,(212) 334-3855,Yes,Yes,N/A,Yes,144,3,$$,3,48,432,,,,,,,,,
N/A,N/A,Breweries,N/A,N/A,Big aLICe Brewing,Long Island City,N/A,Street,(347) 688-2337,N/A,N/A,N/A,Yes,91,4.5,$,1.5,60.66666667,409.5,,,,,,,,,
Casual,"Fri, Sat, Sun",Beer Bar,No,Yes,Bierocracy,"Hunters Point, Long Island City",No,Street,(718) 361-9333,Yes,Yes,Yes,Yes,238,4,$$,2,119,952,,,,,,,,,
Casual,N/A,American (New),No,Yes,Nickel & Diner,"Little Italy, SoHo",Yes,Street,(646) 870-6100,Yes,No,Yes,Yes,323,4,$$,2,161.5,1292,,,,,,,,,
Formal (Jacket Required),"Thu, Fri, Sat",French,No,No,Daniel,Upper East Side,No,N/A,(212) 288-0033,Yes,No,Yes,Yes,1439,4.5,$$$$,1.5,959.3333333,6475.5,,,,,,,,,
Casual,Fri,Mexican,No,Yes,La Contenta Oeste,Greenwich Village,Yes,Street,(212) 533-2233,Yes,No,N/A,Yes,98,4,$$,2,49,392,,,,,,,,,
N/A,"Thu, Fri, Sat",Pubs,N/A,Yes,O’Reilly’s Pub,"Koreatown, Midtown West",Yes,Street,(212) 684-4244,No,Yes,N/A,Yes,193,3,$$,3,64.33333333,579,,,,,,,,,
Casual,N/A,American (New),No,No,The Eddy,East Village,No,Street,(646) 895-9884,Yes,No,N/A,Yes,343,4.5,$$$,1.5,228.6666667,1543.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Cocktail Bars,No,Yes,The Daisy,"Yorkville, Upper East Side",Yes,"Garage, Street",(646) 964-5756,Yes,No,Yes,Yes,186,3.5,$$,2.5,74.4,651,,,,,,,,,
N/A,Sat,Cocktail Bars,No,Yes,Fresh Kills Bar,Williamsburg - North Side,No,N/A,(718) 599-7888,No,No,N/A,Yes,80,4.5,$$,1.5,53.33333333,360,,,,,,,,,
Casual,"Wed, Fri, Sun",Bars,No,Yes,Crompton Ale House,Chelsea,No,Street,(212) 658-0089,Yes,Yes,Yes,Yes,142,3.5,$$,2.5,56.8,497,,,,,,,,,
N/A,"Wed, Fri, Sat",Bars,N/A,Yes,Ace Bar,"East Village, Alphabet City",No,Street,(212) 979-8476,Yes,Yes,Yes,Yes,349,3.5,$,2.5,139.6,1221.5,,,,,,,,,
Dressy,N/A,American (New),N/A,Yes,The Musket Room,Nolita,No,Street,(212) 219-0764,Yes,No,N/A,Yes,368,4.5,$$$,1.5,245.3333333,1656,,,,,,,,,
N/A,Sat,Cocktail Bars,No,Yes,Sweet Polly,Prospect Heights,No,Street,(718) 484-9600,Yes,No,Yes,Yes,85,4.5,$$,1.5,56.66666667,382.5,,,,,,,,,
N/A,N/A,Lounges,N/A,Yes,The Emerson,"Clinton Hill, Bedford Stuyvesant",Yes,Street,(347) 763-1310,No,Yes,N/A,No,72,4,$$,2,36,288,,,,,,,,,
N/A,N/A,Dive Bars,Yes,Yes,Lone Wolf,"Bushwick, Bedford Stuyvesant",No,Street,(347) 240-9542,No,No,N/A,Yes,96,4,$,2,48,384,,,,,,,,,
N/A,N/A,Cocktail Bars,No,Yes,The Holler,"Clinton Hill, Bedford Stuyvesant",Yes,Street,(917) 966-5723,No,No,No,Yes,13,5,$$,1,13,65,,,,,,,,,
Casual,N/A,Beer Bar,No,Yes,BeerZaar,South Village,No,N/A,(212) 256-0014,No,No,N/A,Yes,25,4,$$,2,12.5,100,,,,,,,,,
Dressy,"Thu, Fri, Sat",Bars,No,No,Gabriel Kreuther,Midtown West,No,N/A,(212) 257-5826,Yes,No,Yes,Yes,299,4.5,$$$$,1.5,199.3333333,1345.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Sports Bars,No,N/A,House of Brews,"Theater District, Midtown West, Hell's Kitchen",Yes,"Garage, Street",(212) 541-7080,Yes,Yes,N/A,Yes,417,4,$$,2,208.5,1668,,,,,,,,,
Casual,"Wed, Thu, Fri",Cocktail Bars,No,Yes,Conmigo,"Yorkville, Upper East Side",No,Street,(212) 256-0056,Yes,No,Yes,Yes,129,4,$$,2,64.5,516,,,,,,,,,
Casual,Mon,American (New),N/A,Yes,Prospect,Fort Greene,Yes,Street,(718) 596-6826,Yes,No,N/A,Yes,215,4,$$$,2,107.5,860,,,,,,,,,
N/A,"Thu, Fri, Sat",Dive Bars,No,Yes,Boobie Trap,Bushwick,No,N/A,(347) 240-9105,N/A,No,Yes,Yes,217,4,$,2,108.5,868,,,,,,,,,
Dressy,N/A,French,No,Yes,Amelie,Upper West Side,Yes,N/A,(646) 422-7167,Yes,No,No,Yes,81,4.5,$$$,1.5,54,364.5,,,,,,,,,
Casual,N/A,Bars,N/A,N/A,Maggie’s Place,Midtown East,No,Street,(212) 753-5757,Yes,Yes,N/A,Yes,114,3.5,$$,2.5,45.6,399,,,,,,,,,
N/A,N/A,Cocktail Bars,No,Yes,Le Boudoir,"Cobble Hill, Brooklyn Heights",No,N/A,(347) 227-8337,Yes,No,No,Yes,46,4,$$,2,23,184,,,,,,,,,
N/A,"Wed, Fri, Sat",Dive Bars,N/A,Yes,Double Down Saloon,"East Village, Alphabet City",Yes,Street,(212) 982-0543,No,Yes,N/A,Yes,311,3.5,$,2.5,124.4,1088.5,,,,,,,,,
N/A,N/A,Dive Bars,N/A,N/A,The Jar Bar,Sunnyside,Yes,Street,(718) 784-9616,No,Yes,N/A,No,21,4,$,2,10.5,84,,,,,,,,,
N/A,"Thu, Fri, Sat",Pubs,Yes,Yes,The Red Lion,Greenwich Village,Yes,Street,(212) 260-9797,Yes,Yes,N/A,Yes,297,3.5,$$,2.5,118.8,1039.5,,,,,,,,,
N/A,N/A,Performing Arts,N/A,No,Park Avenue Armory,Upper East Side,No,N/A,(212) 616-3930,N/A,No,N/A,Yes,65,4.5,$$,1.5,43.33333333,292.5,,,,,,,,,
Casual,"Thu, Fri, Sat",American (Traditional),No,N/A,Jakes Dilemma,Upper West Side,Yes,Street,(212) 580-0556,No,Yes,N/A,Yes,427,3.5,$$,2.5,170.8,1494.5,,,,,,,,,
N/A,N/A,Sports Bars,N/A,Yes,The Sports Bar,East Village,No,N/A,(917) 803-3866,N/A,Yes,N/A,Yes,3,4,$,2,1.5,12,,,,,,,,,
Casual,"Fri, Sat",Tiki Bars,Yes,No,Make Believe,Lower East Side,Yes,Street,(212) 460-5300,No,No,No,Yes,75,3,$$,3,25,225,,,,,,,,,
